성별,나이,직업,이용 횟수,호선,지불방법
여성,10대,기타,92,1호선,신용카드
남성,30대,학생,81,9호선,현금
남성,50대,회사원,43,4호선,현금
남성,60대 이상,회사원,47,8호선,신용카드
남성,60대 이상,무직,87,6호선,신용카드
여성,30대,학생,32,9호선,현금
여성,30대,무직,50,5호선,교통카드
여성,40대,학생,71,4호선,신용카드
남성,40대,학생,82,3호선,교통카드
남성,30대,무직,28,6호선,교통카드
남성,40대,학생,24,1호선,현금
남성,50대,무직,23,7호선,신용카드
남성,40대,기타,16,5호선,현금
여성,40대,무직,61,6호선,교통카드
여성,50대,학생,73,6호선,신용카드
남성,50대,학생,46,2호선,현금
여성,10대,자영업,29,1호선,현금
여성,60대 이상,회사원,66,4호선,교통카드
남성,40대,회사원,88,5호선,교통카드
남성,10대,자영업,65,4호선,신용카드
여성,20대,자영업,63,1호선,현금
남성,30대,무직,27,1호선,교통카드
남성,40대,회사원,16,1호선,현금
남성,60대 이상,학생,53,4호선,교통카드
남성,50대,회사원,11,1호선,현금
남성,60대 이상,기타,24,9호선,현금
여성,10대,학생,53,1호선,신용카드
여성,40대,자영업,37,7호선,교통카드
남성,30대,자영업,57,6호선,현금
남성,40대,자영업,20,7호선,신용카드
남성,30대,회사원,83,3호선,신용카드
남성,20대,회사원,30,2호선,교통카드
남성,10대,기타,23,8호선,신용카드
여성,10대,회사원,25,5호선,현금
여성,50대,학생,3,7호선,신용카드
남성,50대,자영업,34,7호선,교통카드
남성,40대,학생,7,2호선,신용카드
남성,10대,자영업,87,1호선,신용카드
남성,30대,학생,82,7호선,현금
여성,40대,무직,61,4호선,현금
남성,40대,회사원,48,1호선,현금
여성,10대,자영업,59,3호선,현금
여성,20대,기타,45,4호선,신용카드
여성,30대,자영업,13,7호선,현금
남성,30대,기타,100,6호선,신용카드
여성,10대,무직,14,4호선,교통카드
남성,30대,자영업,20,2호선,교통카드
남성,20대,회사원,53,1호선,교통카드
남성,40대,학생,58,3호선,교통카드
여성,20대,무직,77,5호선,신용카드
남성,20대,무직,23,8호선,현금
남성,40대,기타,72,2호선,현금
여성,30대,자영업,43,3호선,신용카드
여성,50대,자영업,12,8호선,신용카드
남성,20대,회사원,72,3호선,현금
남성,10대,무직,83,6호선,신용카드
여성,20대,자영업,15,7호선,현금
남성,10대,학생,68,4호선,현금
남성,30대,회사원,46,6호선,신용카드
남성,20대,회사원,1,7호선,신용카드
남성,60대 이상,회사원,6,7호선,현금
여성,50대,회사원,21,5호선,신용카드
남성,60대 이상,기타,9,8호선,현금
남성,50대,회사원,27,8호선,교통카드
여성,20대,기타,34,8호선,현금
여성,30대,자영업,48,1호선,교통카드
남성,60대 이상,기타,93,8호선,교통카드
남성,50대,무직,63,8호선,현금
여성,20대,자영업,79,1호선,교통카드
여성,30대,자영업,52,9호선,현금
남성,20대,회사원,93,2호선,신용카드
남성,10대,무직,62,5호선,신용카드
여성,20대,회사원,84,5호선,교통카드
남성,50대,학생,25,2호선,교통카드
여성,30대,회사원,68,1호선,현금
여성,10대,회사원,67,3호선,현금
남성,40대,기타,87,7호선,신용카드
여성,50대,자영업,97,1호선,교통카드
여성,40대,무직,82,2호선,교통카드
남성,60대 이상,자영업,66,7호선,신용카드
남성,20대,회사원,61,3호선,현금
남성,10대,학생,24,1호선,현금
남성,10대,기타,19,8호선,신용카드
남성,20대,학생,87,8호선,신용카드
남성,10대,자영업,35,7호선,교통카드
남성,30대,회사원,20,2호선,현금
남성,20대,학생,64,7호선,교통카드
여성,20대,기타,43,8호선,교통카드
여성,50대,학생,10,4호선,현금
남성,40대,무직,25,2호선,신용카드
여성,20대,학생,57,5호선,교통카드
여성,20대,기타,39,3호선,교통카드
여성,10대,무직,28,8호선,교통카드
남성,60대 이상,회사원,58,1호선,교통카드
남성,40대,학생,87,5호선,교통카드
남성,40대,자영업,48,7호선,현금
남성,30대,기타,44,8호선,신용카드
여성,10대,무직,72,2호선,교통카드
여성,20대,학생,33,4호선,교통카드
남성,40대,회사원,57,2호선,교통카드
남성,60대 이상,기타,88,2호선,신용카드
여성,60대 이상,기타,65,1호선,신용카드
여성,50대,회사원,31,1호선,교통카드
여성,40대,학생,11,4호선,교통카드
여성,40대,기타,63,3호선,교통카드
남성,40대,자영업,35,7호선,현금
여성,10대,기타,3,8호선,현금
남성,60대 이상,회사원,1,3호선,현금
여성,50대,자영업,81,9호선,신용카드
남성,40대,회사원,52,5호선,교통카드
남성,10대,기타,12,8호선,현금
남성,60대 이상,학생,77,7호선,현금
남성,60대 이상,무직,96,2호선,교통카드
여성,40대,기타,11,7호선,현금
남성,50대,학생,21,2호선,교통카드
남성,10대,학생,80,9호선,교통카드
여성,10대,회사원,87,5호선,교통카드
여성,20대,자영업,69,1호선,신용카드
여성,50대,무직,2,1호선,신용카드
여성,20대,학생,18,1호선,교통카드
여성,10대,무직,77,4호선,현금
여성,50대,학생,66,4호선,신용카드
여성,50대,학생,22,7호선,신용카드
남성,10대,자영업,99,9호선,신용카드
남성,20대,자영업,52,6호선,교통카드
여성,20대,무직,9,4호선,교통카드
여성,50대,회사원,86,8호선,신용카드
여성,40대,학생,53,9호선,교통카드
남성,10대,기타,31,4호선,현금
남성,60대 이상,회사원,44,5호선,교통카드
여성,60대 이상,기타,96,4호선,교통카드
남성,20대,기타,10,2호선,현금
남성,40대,자영업,57,4호선,신용카드
여성,40대,기타,24,8호선,신용카드
여성,40대,무직,89,2호선,신용카드
남성,20대,회사원,30,8호선,신용카드
여성,10대,자영업,80,3호선,현금
여성,50대,학생,16,7호선,신용카드
여성,40대,회사원,91,8호선,현금
남성,50대,기타,86,2호선,신용카드
남성,20대,자영업,96,2호선,현금
여성,10대,학생,75,7호선,신용카드
남성,30대,학생,25,2호선,현금
남성,60대 이상,학생,77,3호선,교통카드
남성,20대,회사원,50,2호선,신용카드
여성,60대 이상,기타,32,6호선,교통카드
남성,10대,기타,10,5호선,현금
여성,30대,기타,67,4호선,현금
남성,40대,회사원,43,2호선,현금
여성,60대 이상,자영업,68,9호선,현금
여성,50대,무직,7,4호선,신용카드
남성,40대,무직,38,1호선,교통카드
남성,50대,자영업,13,9호선,현금
여성,30대,자영업,17,3호선,신용카드
남성,50대,자영업,11,3호선,교통카드
여성,40대,무직,73,2호선,신용카드
여성,60대 이상,회사원,11,9호선,교통카드
남성,50대,자영업,63,1호선,신용카드
여성,40대,학생,10,5호선,신용카드
남성,10대,학생,11,5호선,현금
남성,30대,무직,21,2호선,교통카드
남성,40대,학생,12,1호선,교통카드
여성,50대,자영업,46,5호선,현금
여성,30대,학생,13,8호선,신용카드
남성,60대 이상,학생,21,5호선,신용카드
여성,50대,자영업,33,3호선,신용카드
남성,10대,기타,76,9호선,현금
남성,10대,자영업,68,5호선,신용카드
여성,40대,회사원,97,1호선,현금
여성,40대,회사원,86,9호선,신용카드
여성,10대,자영업,83,4호선,교통카드
남성,30대,자영업,47,8호선,신용카드
남성,60대 이상,학생,42,3호선,교통카드
여성,10대,회사원,15,3호선,신용카드
여성,60대 이상,회사원,95,9호선,교통카드
남성,40대,학생,88,9호선,교통카드
남성,20대,기타,87,9호선,신용카드
여성,10대,자영업,72,3호선,현금
여성,50대,학생,94,7호선,교통카드
여성,50대,무직,3,6호선,교통카드
남성,30대,기타,53,9호선,신용카드
여성,10대,자영업,35,8호선,현금
남성,20대,회사원,60,8호선,현금
여성,10대,회사원,16,9호선,현금
여성,30대,회사원,58,6호선,현금
남성,50대,무직,55,3호선,교통카드
남성,60대 이상,자영업,12,1호선,현금
여성,10대,회사원,44,3호선,교통카드
남성,60대 이상,회사원,92,8호선,신용카드
남성,20대,기타,91,6호선,교통카드
여성,30대,자영업,89,5호선,현금
여성,60대 이상,자영업,22,3호선,교통카드
여성,40대,학생,26,1호선,교통카드
남성,30대,자영업,8,2호선,교통카드
남성,50대,회사원,26,9호선,신용카드
남성,10대,자영업,56,1호선,교통카드
여성,30대,자영업,87,6호선,교통카드
여성,60대 이상,기타,15,9호선,교통카드
남성,40대,자영업,66,6호선,신용카드
여성,50대,기타,78,1호선,신용카드
남성,30대,기타,39,7호선,신용카드
여성,50대,자영업,70,6호선,신용카드
남성,60대 이상,학생,41,7호선,현금
남성,10대,자영업,73,9호선,현금
남성,40대,기타,23,3호선,교통카드
여성,40대,기타,26,9호선,신용카드
남성,50대,회사원,2,3호선,교통카드
남성,40대,자영업,26,9호선,신용카드
남성,40대,학생,13,7호선,현금
남성,30대,기타,36,3호선,현금
여성,50대,회사원,5,6호선,신용카드
남성,20대,자영업,19,2호선,현금
여성,30대,자영업,46,7호선,신용카드
남성,40대,자영업,30,5호선,현금
남성,60대 이상,자영업,76,4호선,현금
남성,40대,기타,1,8호선,신용카드
여성,50대,기타,48,5호선,현금
남성,10대,무직,5,5호선,신용카드
남성,30대,무직,34,5호선,신용카드
여성,30대,회사원,28,1호선,현금
여성,20대,무직,28,3호선,교통카드
남성,60대 이상,기타,11,6호선,신용카드
여성,50대,자영업,88,3호선,교통카드
남성,40대,회사원,43,3호선,신용카드
여성,50대,기타,10,4호선,신용카드
여성,50대,학생,19,1호선,현금
남성,20대,무직,98,9호선,교통카드
남성,10대,자영업,70,6호선,신용카드
여성,40대,회사원,48,7호선,현금
여성,20대,무직,5,5호선,교통카드
남성,10대,기타,5,3호선,교통카드
여성,50대,무직,24,1호선,교통카드
여성,50대,회사원,41,8호선,신용카드
여성,40대,기타,61,1호선,현금
여성,50대,회사원,25,5호선,신용카드
여성,40대,무직,39,9호선,교통카드
여성,10대,무직,18,7호선,교통카드
남성,30대,자영업,55,8호선,현금
여성,40대,학생,83,7호선,교통카드
여성,40대,학생,50,2호선,신용카드
여성,30대,기타,11,8호선,교통카드
여성,20대,자영업,20,5호선,신용카드
여성,30대,학생,57,1호선,신용카드
남성,30대,자영업,67,1호선,신용카드
여성,50대,무직,92,7호선,현금
남성,40대,무직,36,7호선,현금
남성,20대,회사원,27,2호선,교통카드
여성,40대,학생,60,3호선,신용카드
여성,10대,학생,8,3호선,신용카드
남성,10대,학생,54,3호선,현금
남성,10대,무직,37,2호선,교통카드
남성,20대,회사원,26,4호선,현금
남성,20대,기타,2,6호선,신용카드
남성,50대,기타,80,1호선,교통카드
여성,20대,회사원,35,3호선,신용카드
여성,20대,학생,8,4호선,현금
남성,40대,무직,83,7호선,신용카드
남성,30대,자영업,28,4호선,교통카드
여성,20대,학생,93,7호선,신용카드
남성,10대,무직,98,1호선,교통카드
남성,50대,회사원,19,4호선,현금
여성,10대,무직,21,7호선,신용카드
여성,50대,학생,34,7호선,교통카드
남성,40대,기타,88,7호선,신용카드
여성,40대,기타,25,6호선,현금
남성,60대 이상,무직,10,4호선,신용카드
여성,20대,무직,92,8호선,교통카드
남성,60대 이상,자영업,68,2호선,교통카드
남성,10대,기타,53,8호선,신용카드
남성,30대,자영업,70,6호선,현금
여성,20대,자영업,19,9호선,현금
여성,10대,무직,83,2호선,현금
여성,10대,기타,10,6호선,교통카드
남성,20대,자영업,94,6호선,현금
여성,60대 이상,자영업,59,1호선,교통카드
여성,50대,무직,81,5호선,교통카드
남성,40대,기타,81,9호선,교통카드
남성,10대,기타,56,2호선,신용카드
여성,60대 이상,무직,34,3호선,현금
남성,40대,무직,84,7호선,현금
남성,60대 이상,무직,37,2호선,신용카드
남성,40대,무직,12,3호선,현금
남성,20대,자영업,42,9호선,신용카드
남성,40대,학생,42,7호선,현금
남성,10대,회사원,43,9호선,신용카드
남성,20대,기타,38,3호선,현금
남성,40대,학생,98,9호선,교통카드
여성,50대,기타,71,2호선,신용카드
남성,10대,자영업,22,9호선,현금
남성,60대 이상,회사원,36,1호선,현금
남성,40대,무직,82,9호선,현금
남성,30대,회사원,85,5호선,교통카드
여성,50대,회사원,67,1호선,현금
남성,20대,자영업,62,5호선,교통카드
여성,20대,기타,6,9호선,신용카드
남성,20대,자영업,43,2호선,현금
여성,30대,회사원,25,8호선,현금
여성,40대,학생,3,6호선,신용카드
남성,40대,기타,19,1호선,현금
남성,30대,학생,67,3호선,현금
여성,60대 이상,무직,62,6호선,현금
남성,10대,회사원,32,4호선,신용카드
남성,40대,회사원,60,1호선,현금
남성,40대,기타,23,1호선,현금
여성,30대,학생,9,6호선,교통카드
남성,50대,자영업,64,2호선,교통카드
남성,60대 이상,학생,17,5호선,교통카드
여성,30대,자영업,28,2호선,교통카드
여성,50대,기타,52,6호선,신용카드
여성,10대,자영업,76,6호선,현금
여성,20대,회사원,59,2호선,신용카드
남성,10대,기타,10,4호선,교통카드
남성,30대,회사원,94,7호선,신용카드
여성,20대,기타,35,5호선,현금
남성,50대,회사원,6,3호선,현금
남성,40대,무직,78,7호선,현금
남성,60대 이상,기타,50,7호선,교통카드
여성,50대,회사원,4,3호선,신용카드
여성,30대,기타,58,1호선,신용카드
남성,60대 이상,자영업,9,8호선,신용카드
여성,10대,자영업,73,7호선,교통카드
여성,40대,무직,30,9호선,교통카드
남성,10대,학생,86,5호선,교통카드
여성,40대,자영업,15,9호선,교통카드
남성,60대 이상,자영업,61,6호선,신용카드
남성,40대,무직,12,3호선,신용카드
여성,50대,기타,92,7호선,현금
남성,30대,학생,12,4호선,신용카드
여성,10대,무직,10,4호선,교통카드
남성,40대,자영업,25,4호선,교통카드
여성,40대,기타,48,8호선,현금
남성,40대,기타,77,8호선,현금
남성,30대,회사원,12,4호선,교통카드
여성,10대,학생,71,5호선,현금
여성,50대,회사원,73,3호선,현금
여성,20대,무직,14,5호선,현금
남성,50대,회사원,9,2호선,교통카드
여성,60대 이상,회사원,97,7호선,교통카드
여성,20대,학생,90,3호선,현금
남성,60대 이상,학생,33,7호선,교통카드
여성,60대 이상,회사원,34,9호선,현금
남성,10대,회사원,11,7호선,현금
여성,30대,무직,45,7호선,교통카드
남성,50대,자영업,31,4호선,현금
여성,60대 이상,무직,100,5호선,현금
남성,50대,자영업,7,2호선,현금
여성,50대,무직,86,1호선,교통카드
남성,50대,회사원,34,4호선,신용카드
여성,30대,기타,35,4호선,교통카드
여성,10대,회사원,2,8호선,현금
여성,50대,기타,4,8호선,현금
남성,30대,기타,76,8호선,현금
여성,20대,자영업,54,6호선,현금
남성,60대 이상,학생,99,2호선,교통카드
여성,40대,무직,8,5호선,신용카드
여성,50대,기타,36,9호선,교통카드
여성,20대,학생,78,4호선,교통카드
여성,50대,학생,40,2호선,신용카드
여성,50대,학생,15,2호선,현금
여성,60대 이상,기타,26,8호선,현금
남성,30대,무직,7,7호선,교통카드
여성,10대,기타,46,3호선,신용카드
남성,50대,무직,2,1호선,교통카드
여성,20대,학생,61,3호선,신용카드
남성,10대,자영업,83,4호선,신용카드
여성,20대,회사원,74,7호선,현금
남성,60대 이상,회사원,54,5호선,교통카드
남성,10대,기타,21,5호선,교통카드
남성,60대 이상,자영업,53,5호선,신용카드
여성,60대 이상,기타,80,6호선,신용카드
남성,40대,기타,68,1호선,신용카드
여성,60대 이상,학생,45,7호선,신용카드
여성,50대,기타,61,7호선,교통카드
남성,30대,학생,71,9호선,교통카드
여성,60대 이상,회사원,35,5호선,교통카드
여성,60대 이상,자영업,40,8호선,신용카드
여성,30대,자영업,59,4호선,현금
남성,60대 이상,학생,40,5호선,교통카드
남성,30대,학생,63,1호선,교통카드
여성,30대,회사원,40,7호선,교통카드
남성,30대,무직,36,7호선,신용카드
여성,50대,회사원,4,4호선,현금
남성,50대,자영업,54,9호선,교통카드
남성,10대,학생,12,7호선,교통카드
여성,20대,기타,2,3호선,현금
남성,30대,자영업,18,4호선,교통카드
남성,40대,무직,48,2호선,교통카드
남성,50대,회사원,48,9호선,교통카드
여성,40대,자영업,89,6호선,교통카드
여성,30대,회사원,58,4호선,신용카드
여성,60대 이상,기타,46,9호선,신용카드
남성,30대,회사원,68,1호선,신용카드
여성,40대,자영업,87,7호선,현금
여성,50대,학생,8,9호선,교통카드
남성,60대 이상,무직,68,6호선,신용카드
남성,10대,무직,49,9호선,신용카드
남성,20대,학생,47,4호선,교통카드
여성,60대 이상,무직,28,2호선,현금
남성,30대,자영업,54,4호선,교통카드
여성,10대,회사원,71,3호선,현금
남성,60대 이상,학생,82,2호선,교통카드
남성,10대,자영업,79,9호선,교통카드
여성,10대,학생,93,7호선,신용카드
여성,10대,무직,60,7호선,현금
남성,10대,학생,42,6호선,신용카드
남성,50대,학생,71,7호선,현금
남성,60대 이상,무직,55,9호선,교통카드
여성,50대,자영업,54,4호선,신용카드
남성,50대,기타,23,2호선,교통카드
남성,30대,무직,35,6호선,현금
남성,10대,자영업,61,2호선,현금
남성,40대,학생,68,9호선,신용카드
여성,40대,무직,21,8호선,교통카드
여성,10대,학생,24,4호선,신용카드
여성,60대 이상,학생,83,9호선,교통카드
여성,30대,자영업,64,3호선,교통카드
남성,40대,무직,21,4호선,교통카드
여성,30대,학생,89,7호선,교통카드
여성,50대,학생,37,7호선,신용카드
남성,20대,무직,89,3호선,신용카드
남성,10대,자영업,2,1호선,교통카드
남성,10대,기타,49,3호선,신용카드
남성,50대,기타,6,1호선,교통카드
남성,20대,회사원,80,9호선,교통카드
남성,40대,자영업,17,3호선,현금
여성,10대,기타,76,5호선,신용카드
남성,10대,학생,75,2호선,교통카드
여성,50대,학생,39,5호선,교통카드
남성,60대 이상,회사원,85,3호선,현금
남성,40대,회사원,70,1호선,교통카드
남성,20대,기타,93,3호선,현금
남성,30대,학생,85,5호선,현금
남성,40대,학생,39,5호선,현금
여성,50대,회사원,63,2호선,현금
남성,20대,기타,88,4호선,교통카드
여성,60대 이상,무직,8,8호선,신용카드
여성,30대,회사원,38,9호선,현금
남성,10대,회사원,1,8호선,신용카드
여성,40대,기타,56,4호선,현금
여성,60대 이상,회사원,67,1호선,신용카드
남성,30대,무직,31,5호선,신용카드
여성,10대,무직,18,2호선,교통카드
여성,60대 이상,무직,49,5호선,신용카드
남성,50대,기타,19,9호선,신용카드
여성,10대,기타,64,8호선,교통카드
여성,50대,학생,76,2호선,현금
여성,30대,회사원,33,8호선,신용카드
여성,30대,학생,54,9호선,교통카드
남성,10대,기타,51,2호선,신용카드
여성,30대,자영업,52,1호선,신용카드
남성,20대,기타,93,2호선,현금
남성,10대,자영업,23,5호선,교통카드
남성,50대,회사원,51,3호선,현금
남성,30대,무직,46,8호선,교통카드
여성,10대,기타,51,3호선,현금
여성,20대,학생,35,5호선,교통카드
여성,60대 이상,학생,27,4호선,현금
남성,50대,무직,70,3호선,교통카드
여성,50대,무직,75,1호선,교통카드
남성,50대,기타,95,5호선,현금
여성,60대 이상,학생,50,8호선,현금
남성,20대,무직,57,4호선,신용카드
남성,50대,무직,81,9호선,신용카드
남성,40대,회사원,15,9호선,교통카드
남성,20대,무직,76,7호선,현금
남성,40대,기타,18,1호선,교통카드
여성,10대,회사원,64,4호선,현금
여성,10대,회사원,75,1호선,교통카드
남성,40대,학생,23,5호선,신용카드
남성,60대 이상,자영업,30,8호선,현금
남성,10대,자영업,91,9호선,신용카드
남성,50대,학생,7,2호선,교통카드
남성,20대,기타,100,4호선,현금
남성,30대,무직,64,2호선,교통카드
여성,20대,회사원,77,2호선,현금
여성,50대,학생,88,3호선,신용카드
여성,50대,무직,26,7호선,신용카드
여성,20대,회사원,68,5호선,교통카드
남성,60대 이상,자영업,43,1호선,교통카드
여성,60대 이상,기타,55,7호선,신용카드
남성,20대,무직,68,9호선,신용카드
여성,60대 이상,학생,13,5호선,현금
남성,50대,학생,54,7호선,교통카드
남성,50대,자영업,25,6호선,신용카드
남성,40대,자영업,59,3호선,교통카드
여성,20대,회사원,85,1호선,신용카드
여성,40대,무직,8,2호선,현금
남성,60대 이상,자영업,58,3호선,현금
여성,30대,학생,6,9호선,교통카드
여성,30대,자영업,21,1호선,신용카드
여성,20대,무직,79,7호선,현금
여성,40대,무직,1,3호선,현금
여성,40대,회사원,35,6호선,현금
남성,60대 이상,기타,98,7호선,교통카드
여성,50대,기타,79,4호선,신용카드
여성,20대,학생,94,8호선,신용카드
여성,10대,기타,55,4호선,교통카드
여성,60대 이상,학생,96,8호선,현금
남성,10대,자영업,59,8호선,현금
남성,50대,자영업,2,8호선,신용카드
여성,40대,자영업,65,6호선,현금
여성,20대,자영업,36,4호선,교통카드
여성,40대,회사원,67,2호선,교통카드
남성,20대,자영업,35,5호선,신용카드
남성,40대,무직,80,1호선,현금
여성,10대,학생,20,8호선,현금
남성,10대,무직,65,9호선,신용카드
여성,40대,회사원,75,2호선,현금
여성,30대,무직,96,4호선,신용카드
여성,10대,학생,48,6호선,현금
여성,60대 이상,무직,12,1호선,신용카드
여성,20대,자영업,40,9호선,현금
남성,20대,회사원,66,1호선,현금
여성,20대,학생,16,4호선,현금
여성,60대 이상,학생,82,1호선,현금
여성,10대,자영업,45,5호선,현금
남성,50대,회사원,48,2호선,교통카드
여성,40대,무직,76,9호선,신용카드
여성,50대,기타,2,1호선,현금
남성,20대,무직,28,2호선,신용카드
남성,10대,기타,46,4호선,교통카드
남성,60대 이상,학생,13,1호선,신용카드
여성,10대,기타,89,9호선,교통카드
남성,60대 이상,기타,72,8호선,교통카드
남성,40대,학생,61,9호선,현금
남성,20대,학생,86,3호선,현금
여성,30대,자영업,50,8호선,현금
남성,50대,회사원,49,1호선,현금
남성,10대,무직,39,7호선,현금
여성,40대,기타,96,1호선,신용카드
남성,20대,회사원,31,7호선,교통카드
남성,10대,학생,93,5호선,현금
남성,30대,무직,19,8호선,교통카드
여성,50대,학생,26,3호선,현금
남성,30대,기타,34,4호선,현금
남성,40대,자영업,70,2호선,교통카드
여성,10대,무직,75,1호선,교통카드
남성,20대,자영업,93,6호선,현금
남성,50대,자영업,52,6호선,신용카드
여성,10대,기타,87,4호선,신용카드
여성,60대 이상,회사원,10,4호선,교통카드
여성,20대,무직,55,8호선,교통카드
여성,50대,기타,19,3호선,신용카드
남성,60대 이상,무직,80,4호선,현금
남성,60대 이상,무직,27,8호선,현금
여성,40대,무직,26,4호선,현금
여성,40대,자영업,92,5호선,신용카드
남성,30대,회사원,76,1호선,교통카드
남성,30대,회사원,6,3호선,신용카드
남성,20대,무직,23,4호선,현금
여성,10대,회사원,97,7호선,신용카드
여성,40대,기타,81,7호선,신용카드
남성,50대,학생,72,2호선,신용카드
여성,50대,자영업,68,9호선,신용카드
남성,20대,자영업,38,7호선,현금
남성,50대,자영업,14,5호선,교통카드
남성,10대,학생,61,8호선,현금
여성,50대,무직,77,1호선,교통카드
남성,50대,무직,97,1호선,신용카드
남성,60대 이상,학생,43,7호선,교통카드
남성,20대,자영업,77,8호선,신용카드
남성,30대,기타,14,5호선,신용카드
남성,10대,무직,78,6호선,현금
여성,60대 이상,기타,83,2호선,현금
남성,10대,무직,85,9호선,현금
여성,30대,무직,66,1호선,신용카드
여성,20대,무직,73,4호선,현금
남성,50대,기타,55,9호선,교통카드
여성,30대,무직,58,8호선,현금
여성,30대,회사원,62,7호선,교통카드
남성,40대,무직,14,9호선,현금
여성,10대,무직,5,5호선,교통카드
남성,40대,기타,28,3호선,교통카드
여성,10대,학생,46,5호선,현금
여성,10대,무직,13,1호선,신용카드
여성,40대,학생,95,3호선,교통카드
남성,20대,기타,18,5호선,교통카드
여성,10대,회사원,99,9호선,신용카드
여성,20대,자영업,37,5호선,교통카드
여성,20대,무직,90,3호선,현금
남성,50대,학생,30,7호선,신용카드
남성,60대 이상,회사원,43,6호선,교통카드
여성,30대,자영업,73,4호선,교통카드
여성,50대,자영업,80,6호선,현금
남성,40대,학생,66,7호선,신용카드
여성,40대,기타,64,8호선,현금
남성,50대,회사원,34,7호선,교통카드
남성,30대,무직,38,5호선,현금
여성,10대,회사원,70,9호선,현금
남성,10대,기타,42,9호선,신용카드
남성,60대 이상,기타,90,9호선,신용카드
여성,40대,기타,50,9호선,신용카드
남성,10대,무직,55,5호선,신용카드
남성,40대,무직,33,5호선,현금
남성,20대,무직,67,5호선,교통카드
남성,20대,자영업,89,7호선,신용카드
여성,20대,무직,5,8호선,교통카드
여성,60대 이상,자영업,4,1호선,교통카드
여성,30대,학생,10,8호선,신용카드
여성,20대,무직,61,4호선,신용카드
여성,10대,기타,9,5호선,현금
여성,40대,기타,35,1호선,신용카드
여성,20대,기타,36,3호선,교통카드
남성,50대,자영업,65,8호선,현금
남성,20대,자영업,27,7호선,현금
여성,30대,회사원,59,5호선,교통카드
남성,40대,기타,14,9호선,현금
여성,20대,회사원,81,8호선,신용카드
여성,20대,무직,44,3호선,현금
남성,30대,자영업,24,9호선,현금
여성,30대,무직,73,6호선,신용카드
여성,10대,자영업,68,8호선,현금
여성,60대 이상,회사원,94,4호선,교통카드
남성,40대,회사원,99,4호선,신용카드
여성,50대,기타,1,3호선,교통카드
여성,40대,기타,88,9호선,교통카드
남성,50대,무직,98,4호선,교통카드
여성,40대,무직,12,9호선,현금
남성,30대,자영업,89,7호선,현금
여성,40대,무직,56,1호선,현금
여성,60대 이상,학생,7,8호선,현금
여성,40대,자영업,59,4호선,현금
여성,20대,회사원,98,8호선,신용카드
남성,50대,회사원,56,7호선,현금
남성,50대,기타,29,7호선,현금
여성,20대,학생,73,2호선,현금
남성,60대 이상,무직,98,4호선,신용카드
남성,20대,회사원,39,5호선,신용카드
남성,10대,무직,49,6호선,교통카드
여성,50대,기타,96,7호선,현금
여성,50대,무직,3,2호선,신용카드
여성,30대,자영업,10,5호선,교통카드
여성,60대 이상,회사원,3,1호선,신용카드
여성,20대,기타,53,1호선,현금
남성,50대,무직,43,4호선,신용카드
여성,60대 이상,기타,85,5호선,교통카드
남성,60대 이상,회사원,72,6호선,교통카드
여성,30대,무직,5,3호선,교통카드
여성,60대 이상,자영업,81,1호선,교통카드
남성,20대,기타,45,3호선,신용카드
여성,60대 이상,회사원,36,3호선,현금
여성,50대,기타,16,3호선,교통카드
남성,50대,무직,25,2호선,현금
남성,20대,무직,41,8호선,현금
남성,50대,기타,72,9호선,교통카드
남성,10대,자영업,48,7호선,신용카드
남성,30대,기타,93,6호선,현금
남성,30대,기타,23,6호선,교통카드
여성,60대 이상,무직,68,8호선,교통카드
여성,60대 이상,기타,85,8호선,신용카드
남성,10대,회사원,30,2호선,신용카드
남성,60대 이상,회사원,76,3호선,교통카드
남성,10대,자영업,58,5호선,교통카드
남성,30대,무직,33,1호선,현금
남성,30대,무직,31,7호선,교통카드
여성,30대,자영업,99,2호선,현금
남성,30대,자영업,24,3호선,교통카드
남성,30대,무직,23,3호선,신용카드
여성,10대,회사원,65,5호선,교통카드
여성,30대,무직,99,4호선,교통카드
남성,50대,학생,5,4호선,신용카드
여성,30대,기타,81,4호선,교통카드
여성,50대,기타,37,9호선,신용카드
여성,30대,자영업,30,7호선,교통카드
남성,40대,무직,83,9호선,현금
남성,50대,자영업,14,9호선,신용카드
남성,50대,학생,73,4호선,신용카드
여성,60대 이상,기타,9,5호선,신용카드
남성,30대,자영업,69,1호선,신용카드
남성,60대 이상,학생,23,9호선,신용카드
여성,10대,기타,28,5호선,현금
남성,40대,학생,29,4호선,신용카드
남성,10대,자영업,84,5호선,현금
남성,20대,회사원,22,1호선,현금
여성,20대,자영업,41,9호선,현금
남성,20대,회사원,30,7호선,신용카드
남성,40대,기타,46,6호선,신용카드
여성,20대,무직,45,5호선,교통카드
남성,50대,기타,85,5호선,신용카드
여성,60대 이상,학생,42,7호선,교통카드
남성,30대,자영업,98,3호선,현금
여성,60대 이상,자영업,52,3호선,현금
남성,30대,학생,72,9호선,현금
여성,40대,무직,42,2호선,교통카드
여성,60대 이상,회사원,37,1호선,교통카드
여성,10대,기타,78,3호선,현금
남성,60대 이상,회사원,66,8호선,현금
남성,20대,학생,75,3호선,신용카드
남성,10대,회사원,91,2호선,현금
여성,40대,회사원,19,6호선,교통카드
남성,60대 이상,학생,3,1호선,교통카드
남성,50대,자영업,20,3호선,신용카드
