gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Male,0,Yes,30,Yes,Yes,No internet service,25.35,0
Female,0,No,9,Yes,No,No,90.8,1
Male,0,Yes,20,Yes,No,No,70.45,1
Male,1,No,19,No,No phone service,No,34.3,0
Female,0,No,65,Yes,Yes,Yes,105.05,0
Female,0,Yes,30,Yes,No,No internet service,19.3,0
Male,0,No,6,Yes,No,No internet service,19.15,0
Female,0,No,2,No,No phone service,No,51.4,0
Male,0,Yes,53,Yes,Yes,Yes,71.85,0
Male,1,No,7,Yes,Yes,No,75.4,0
Female,0,Yes,61,Yes,No,Yes,49.7,0
Male,1,No,70,No,No phone service,No,45.25,1
Female,0,No,13,Yes,Yes,Yes,78.75,0
Male,1,No,35,Yes,Yes,No,81.6,0
Female,0,No,2,Yes,No,No,70.4,0
Female,0,No,3,Yes,Yes,No,75.8,1
Female,0,No,3,Yes,Yes,No,76.1,0
Female,0,No,62,Yes,Yes,No,94.0,0
Male,0,Yes,72,Yes,Yes,Yes,103.95,0
Male,0,No,63,Yes,No,No internet service,19.95,0
Male,1,No,20,Yes,No,No,71.3,1
Female,1,No,35,Yes,Yes,Yes,110.8,0
Male,1,No,21,Yes,No,No,69.1,1
Male,0,No,62,Yes,Yes,Yes,96.1,0
Female,0,No,15,Yes,Yes,No,48.8,0
Female,0,No,55,Yes,No,Yes,50.55,0
Female,0,No,11,Yes,No,No,44.65,0
Female,0,Yes,17,Yes,Yes,No,88.25,1
Female,0,No,61,Yes,No,No internet service,19.45,0
Female,0,No,71,Yes,Yes,Yes,89.3,0
Female,0,No,2,Yes,No,No,70.0,1
Male,0,No,35,Yes,No,No internet service,19.25,0
Female,0,No,17,Yes,No,No,70.5,0
Female,0,No,21,Yes,Yes,No,97.35,1
Female,0,No,47,Yes,No,No internet service,19.65,0
Female,0,No,3,Yes,No,No internet service,20.85,0
Male,0,No,3,Yes,No,No internet service,19.65,0
Male,1,No,44,Yes,No,No internet service,19.35,0
Female,0,No,1,Yes,No,No,44.0,0
Female,0,Yes,44,Yes,Yes,No,94.4,0
Male,0,Yes,5,Yes,Yes,No internet service,25.9,1
Male,0,No,24,Yes,Yes,Yes,55.65,1
Female,0,Yes,1,Yes,No,No,69.65,1
Female,0,No,18,Yes,No,Yes,75.4,0
Female,0,No,10,Yes,Yes,No,100.6,1
Female,0,No,65,Yes,No,Yes,71.0,0
Female,1,No,1,Yes,No,No,86.0,1
Female,0,No,53,Yes,Yes,Yes,106.95,1
Male,0,No,3,Yes,No,No internet service,21.2,0
Male,0,No,33,Yes,No,Yes,61.05,0
Male,0,No,3,No,No phone service,No,29.6,1
Female,0,No,34,Yes,No,Yes,79.95,0
Female,0,Yes,14,Yes,No,No internet service,19.7,0
Female,0,No,13,Yes,No,No internet service,20.3,0
Male,1,No,46,No,No phone service,No,59.9,1
Male,0,Yes,23,Yes,Yes,No internet service,24.35,0
Female,0,Yes,47,Yes,No,No internet service,19.75,0
Male,0,Yes,17,Yes,No,Yes,50.3,0
Female,0,Yes,49,Yes,Yes,No,95.6,1
Male,1,No,59,No,No phone service,No,50.25,0
Female,0,No,69,Yes,Yes,Yes,85.35,0
Male,0,No,11,No,No phone service,No,41.6,1
Male,0,No,10,Yes,No,Yes,51.65,0
Male,0,Yes,12,Yes,Yes,No internet service,24.0,0
Male,0,No,45,Yes,Yes,No,100.85,1
Female,0,Yes,39,Yes,No,No,59.85,0
Male,1,No,71,Yes,Yes,No internet service,25.45,0
Male,0,Yes,71,Yes,Yes,No internet service,23.9,0
Female,0,Yes,33,Yes,Yes,No internet service,24.15,0
Male,1,No,67,Yes,Yes,No,75.7,0
Male,0,Yes,37,No,No phone service,Yes,40.2,1
Male,0,Yes,49,Yes,Yes,No,84.5,1
Female,0,No,9,Yes,No,No,50.85,0
Male,0,No,52,Yes,Yes,Yes,91.6,0
Female,0,No,70,Yes,Yes,No,98.9,0
Male,0,No,1,Yes,No,No,85.0,0
Female,1,No,14,Yes,Yes,No,78.95,1
Male,0,No,1,Yes,No,No,44.3,0
Male,0,No,1,Yes,No,No internet service,20.2,1
Female,0,No,52,Yes,Yes,No,80.2,0
Male,0,No,6,Yes,No,No,60.9,0
Male,0,No,7,No,No phone service,Yes,34.2,0
Female,1,No,47,Yes,Yes,No,85.2,1
Female,0,No,26,Yes,No,Yes,87.15,0
Male,0,Yes,25,Yes,No,Yes,54.3,0
Male,0,No,69,Yes,No,No internet service,19.1,0
Female,0,No,72,Yes,Yes,Yes,112.75,0
Male,0,No,4,Yes,No,No internet service,19.95,0
Male,0,Yes,59,Yes,No,No internet service,19.5,0
Male,0,No,67,Yes,No,Yes,65.55,0
Female,1,No,26,Yes,No,No,78.8,0
Female,0,No,27,Yes,No,No,78.2,0
Male,0,Yes,72,Yes,Yes,Yes,105.25,0
Female,0,No,6,Yes,No,No,89.25,0
Male,0,Yes,62,Yes,No,No internet service,20.65,0
Male,0,No,20,Yes,Yes,No,68.7,0
Male,0,No,6,Yes,No,Yes,78.65,0
Male,0,No,51,Yes,Yes,No internet service,24.75,0
Female,0,Yes,61,Yes,No,No internet service,19.75,0
Male,1,No,62,Yes,Yes,Yes,89.1,0
Female,0,No,72,Yes,Yes,Yes,84.7,0
Male,1,No,13,Yes,No,No,98.0,1
Male,0,No,5,Yes,No,No,94.45,1
Male,1,No,3,Yes,Yes,No,105.0,1
Female,1,No,26,Yes,Yes,No,93.85,1
Male,1,No,13,Yes,No,No,59.9,0
Female,0,Yes,38,Yes,No,No internet service,19.95,0
Female,1,No,8,Yes,Yes,No,84.0,1
Male,1,Yes,34,Yes,Yes,No,108.9,0
Male,0,No,18,No,No phone service,Yes,33.6,0
Male,0,Yes,56,Yes,No,No,85.85,0
Female,0,No,36,No,No phone service,No,34.85,0
Female,0,No,9,No,No phone service,No,48.75,1
Male,0,No,1,Yes,No,No,84.85,1
Male,0,No,12,Yes,No,Yes,56.65,1
Female,1,Yes,57,Yes,No,No,95.3,0
Female,0,No,42,Yes,No,Yes,73.9,1
Female,0,Yes,33,Yes,Yes,No internet service,24.5,1
Male,0,No,70,Yes,No,Yes,84.6,0
Female,0,No,68,No,No phone service,No,44.95,0
Male,0,Yes,1,No,No phone service,No,24.7,0
Female,0,No,37,Yes,Yes,No,100.3,0
Female,0,Yes,4,Yes,Yes,No internet service,25.45,0
Male,0,No,1,Yes,No,Yes,50.7,0
Male,0,No,20,No,No phone service,Yes,55.0,0
Male,0,Yes,72,Yes,No,Yes,68.4,0
Female,0,No,31,Yes,Yes,No,89.9,1
Male,1,No,18,Yes,No,No,78.55,1
Male,0,No,11,Yes,No,No,55.05,0
Female,0,Yes,33,Yes,No,No internet service,19.8,0
Female,1,No,62,Yes,Yes,No,84.45,0
Female,0,No,1,No,No phone service,No,35.9,0
Male,0,No,16,Yes,No,Yes,80.75,0
Male,0,Yes,22,Yes,Yes,No,78.65,0
Female,0,Yes,49,Yes,No,Yes,61.75,0
Male,0,Yes,36,Yes,No,Yes,63.7,0
Male,0,No,42,Yes,Yes,No,99.45,1
Male,1,No,4,No,No phone service,No,25.2,1
Female,0,No,12,Yes,Yes,No,74.05,1
Female,0,No,31,Yes,No,Yes,87.6,0
Male,0,No,5,Yes,Yes,Yes,89.15,0
Male,0,Yes,66,Yes,No,No internet service,20.0,0
Female,1,No,15,Yes,Yes,No,55.0,1
Male,0,No,64,Yes,Yes,No,104.4,0
Male,0,Yes,10,Yes,No,No internet service,20.05,0
Male,0,Yes,7,Yes,No,No,89.75,1
Male,0,No,29,No,No phone service,No,34.3,0
Male,0,No,57,Yes,No,No internet service,20.65,0
Female,0,No,46,Yes,Yes,Yes,84.25,0
Male,0,No,53,Yes,No,No internet service,19.65,0
Female,0,No,17,Yes,No,Yes,79.85,0
Female,0,Yes,38,Yes,No,No internet service,20.2,0
Male,0,No,15,Yes,No,No internet service,19.8,0
Female,0,No,22,No,No phone service,No,50.35,0
Male,0,No,14,Yes,Yes,No,85.15,1
Female,0,No,57,Yes,Yes,No,74.6,0
Male,1,No,11,Yes,No,No,79.15,0
Female,0,Yes,1,Yes,No,No internet service,20.35,0
Male,0,Yes,12,Yes,No,No internet service,21.05,0
Male,1,No,3,Yes,Yes,No,94.6,1
Male,0,Yes,36,Yes,No,No,94.7,0
Male,0,No,16,Yes,No,Yes,94.25,1
Male,0,Yes,65,Yes,Yes,Yes,72.45,1
Male,0,No,2,Yes,No,No,74.95,0
Female,0,No,42,Yes,Yes,Yes,105.2,1
Male,0,Yes,72,Yes,No,Yes,111.95,0
Male,0,No,62,Yes,No,No internet service,19.85,0
Female,0,No,6,Yes,Yes,No,89.75,0
Male,0,No,48,Yes,No,No internet service,20.05,0
Male,0,No,35,Yes,Yes,Yes,108.95,0
Male,0,Yes,52,Yes,No,No internet service,19.65,0
Female,0,No,1,No,No phone service,No,24.9,0
Male,0,No,6,Yes,Yes,No,82.85,1
Female,0,No,71,Yes,Yes,Yes,93.2,0
Female,0,Yes,67,Yes,No,Yes,84.8,0
Male,1,No,60,Yes,Yes,Yes,71.75,0
Male,0,Yes,23,No,No phone service,No,30.35,0
Male,0,Yes,39,No,No phone service,No,54.85,0
Male,0,Yes,15,Yes,No,No internet service,19.5,0
Male,1,No,53,Yes,Yes,No,103.85,1
Male,0,Yes,24,Yes,Yes,No internet service,24.2,0
Female,0,Yes,37,Yes,No,No internet service,19.35,0
Female,0,Yes,5,Yes,No,No,83.6,1
Female,1,No,50,Yes,Yes,No,100.65,0
Female,0,No,54,Yes,No,No,94.1,0
Female,0,No,3,Yes,No,Yes,74.55,0
Male,0,No,68,Yes,Yes,No,108.45,1
Male,0,No,5,Yes,No,No,56.15,0
Male,0,No,33,Yes,No,No internet service,20.35,0
Female,0,No,41,Yes,Yes,No,80.55,0
Female,0,Yes,34,No,No phone service,Yes,61.25,0
Female,0,Yes,13,Yes,No,No internet service,20.45,0
Female,0,No,20,Yes,No,No internet service,18.9,0
Female,1,No,51,Yes,No,No internet service,19.6,0
Female,0,No,3,Yes,Yes,No,91.5,1
Female,0,Yes,41,Yes,No,No,45.2,0
Female,0,No,13,Yes,No,No internet service,19.45,0
Male,0,Yes,35,Yes,Yes,No internet service,25.45,0
Male,0,No,12,Yes,No,Yes,80.85,1
Male,0,No,4,Yes,No,Yes,94.9,0
Female,0,No,43,No,No phone service,No,49.05,1
Female,1,Yes,12,No,No phone service,No,29.3,0
Male,1,No,68,Yes,Yes,No,105.3,1
Male,1,No,25,Yes,Yes,No,88.95,1
Female,0,No,7,Yes,No,No internet service,20.25,0
Male,1,No,66,Yes,Yes,No,110.85,1
Female,0,No,53,Yes,No,Yes,110.5,0
Male,1,No,63,Yes,Yes,Yes,109.4,0
Female,0,Yes,70,Yes,Yes,Yes,114.2,1
Male,1,No,27,No,No phone service,No,36.5,1
Female,0,No,1,Yes,No,No,70.75,1
Female,0,No,5,Yes,No,No internet service,19.95,0
Female,1,No,37,Yes,No,No internet service,19.6,0
Male,0,No,3,No,No phone service,No,40.15,1
Female,0,Yes,12,Yes,Yes,No,76.6,0
Female,0,Yes,38,Yes,No,No internet service,19.6,0
Female,0,No,9,Yes,No,No,85.3,0
Male,0,No,13,Yes,Yes,Yes,65.85,0
Male,1,No,29,Yes,Yes,No,94.45,1
Female,0,Yes,47,Yes,No,No internet service,20.05,0
Male,0,No,61,Yes,Yes,Yes,99.4,0
Male,0,No,16,Yes,No,No internet service,20.0,0
Female,0,Yes,41,Yes,No,Yes,78.45,0
Female,0,Yes,43,Yes,Yes,No internet service,25.1,0
Female,0,Yes,36,Yes,Yes,No,97.35,1
Female,0,No,6,Yes,No,No,55.0,0
Female,0,No,58,Yes,Yes,Yes,71.1,0
Male,0,No,19,Yes,No,No,61.55,0
Male,0,No,11,Yes,No,No,45.9,0
Female,0,No,39,No,No phone service,Yes,40.3,0
Female,1,No,8,Yes,No,No,87.1,0
Female,0,Yes,26,Yes,Yes,No,49.5,0
Female,1,No,53,Yes,No,No,73.8,0
Female,0,Yes,70,Yes,No,No internet service,19.2,0
Male,0,No,1,No,No phone service,No,45.3,1
Male,0,No,59,Yes,Yes,No internet service,25.0,0
Male,0,No,2,Yes,No,No,94.95,1
Male,0,No,7,No,No phone service,Yes,35.3,0
Female,0,Yes,12,Yes,No,No,44.55,1
Male,0,Yes,59,Yes,No,No,76.75,0
Male,0,Yes,61,Yes,Yes,No,81.0,0
Male,0,Yes,72,Yes,Yes,Yes,105.55,0
Female,0,Yes,13,Yes,No,No internet service,18.8,0
Female,0,Yes,64,Yes,Yes,No internet service,24.9,0
Male,0,No,1,No,No phone service,No,23.45,1
Female,0,No,10,Yes,No,No,64.9,0
Female,0,Yes,65,Yes,No,Yes,61.35,0
Female,0,No,62,Yes,Yes,Yes,113.95,0
Female,0,No,55,Yes,Yes,Yes,90.15,0
Female,0,No,25,Yes,Yes,No,54.1,0
Male,0,No,1,No,No phone service,Yes,29.7,1
Male,0,No,1,Yes,No,Yes,49.8,0
Female,0,No,59,Yes,Yes,No,101.1,1
Male,1,Yes,64,Yes,Yes,No internet service,24.4,0
Male,0,No,36,Yes,Yes,No,95.0,0
Female,0,No,3,Yes,Yes,No,50.65,1
Male,0,No,61,Yes,Yes,Yes,69.9,0
Male,0,Yes,26,No,No phone service,No,39.95,0
Female,0,No,1,Yes,No,No,55.4,1
Female,1,No,1,Yes,Yes,No,90.6,1
Male,0,Yes,68,Yes,No,Yes,103.25,0
Male,1,No,2,Yes,Yes,No,86.85,1
Female,0,No,72,Yes,Yes,Yes,94.25,0
Female,0,No,71,No,No phone service,No,47.05,0
Male,0,No,57,Yes,No,No internet service,20.55,0
Male,0,No,4,Yes,No,No internet service,19.65,0
Female,1,No,1,Yes,No,No,70.2,0
Male,0,Yes,72,Yes,Yes,Yes,81.0,0
Male,0,Yes,21,Yes,Yes,Yes,75.9,0
Female,0,Yes,71,Yes,Yes,No internet service,24.7,0
Female,1,No,29,Yes,Yes,No,99.05,1
Female,1,No,69,Yes,Yes,Yes,110.25,0
Female,0,No,64,Yes,Yes,Yes,85.0,0
Male,0,No,16,Yes,No,No internet service,19.75,0
Female,0,No,4,Yes,Yes,No internet service,23.9,0
Female,0,No,52,Yes,Yes,Yes,111.25,1
Male,0,No,2,Yes,No,Yes,55.1,1
Male,0,No,1,Yes,No,No internet service,19.95,0
Male,0,No,18,No,No phone service,No,25.15,0
Female,0,No,2,Yes,Yes,No,54.15,0
Female,0,No,19,Yes,No,No,59.8,0
Female,0,No,40,Yes,Yes,No,83.85,0
Female,1,Yes,66,Yes,Yes,No,104.9,0
Male,0,No,21,Yes,Yes,No,75.3,0
Male,0,No,8,Yes,No,No,66.65,0
Female,0,Yes,72,Yes,No,Yes,109.5,0
Female,0,No,48,Yes,Yes,No,73.85,0
Male,0,No,69,Yes,No,No internet service,19.3,0
Male,0,No,72,Yes,Yes,Yes,118.2,0
Female,0,No,14,Yes,No,No,51.45,0
Male,0,No,6,Yes,No,No,59.45,0
Female,0,Yes,8,Yes,No,No internet service,19.5,0
Female,0,No,17,Yes,No,No internet service,19.55,0
Male,0,No,65,Yes,Yes,Yes,93.55,0
Female,0,Yes,57,Yes,No,Yes,59.3,0
Male,0,No,13,Yes,Yes,No,102.25,1
Male,1,No,19,Yes,No,No,95.9,1
Female,0,No,56,Yes,Yes,Yes,109.8,0
Female,0,No,14,Yes,No,No,78.1,0
Male,0,No,52,No,No phone service,Yes,39.9,0
Female,0,No,58,Yes,No,Yes,64.9,0
Female,1,No,47,Yes,Yes,No,95.05,1
Female,0,No,67,No,No phone service,No,53.4,0
Male,0,No,2,No,No phone service,No,24.9,0
Male,1,No,6,Yes,No,No,44.7,0
Male,0,Yes,71,Yes,Yes,Yes,114.0,0
Female,0,Yes,46,Yes,No,No internet service,20.25,0
Female,0,No,5,Yes,No,Yes,53.85,1
Male,1,No,67,Yes,Yes,Yes,83.85,0
Male,0,Yes,3,Yes,No,No internet service,20.2,0
Female,0,No,3,Yes,No,No internet service,19.95,0
Male,1,No,52,Yes,Yes,Yes,104.2,1
Female,0,No,42,Yes,Yes,No,50.25,1
Male,0,Yes,50,Yes,No,No internet service,20.35,0
Male,1,No,23,Yes,No,Yes,90.0,0
Female,0,Yes,67,No,No phone service,Yes,54.2,0
Female,0,No,25,Yes,No,No,99.5,1
Female,1,No,39,Yes,No,Yes,99.1,0
Female,0,No,69,Yes,Yes,Yes,66.9,0
Female,0,No,1,No,No phone service,No,25.85,0
Male,0,No,32,Yes,No,No,91.05,0
Female,0,No,9,Yes,No,No,71.0,1
Female,0,No,16,Yes,No,No,93.2,1
Male,0,Yes,60,Yes,No,No internet service,20.95,0
Female,0,Yes,72,Yes,Yes,No,109.2,0
Male,0,No,5,Yes,No,No internet service,19.35,1
Female,1,No,26,Yes,No,Yes,85.8,0
Male,0,No,3,Yes,No,No internet service,19.85,1
Male,0,No,2,Yes,No,No internet service,19.65,0
Female,0,Yes,2,Yes,No,No internet service,20.5,0
Female,0,No,36,Yes,Yes,Yes,89.65,0
Male,0,No,7,Yes,No,Yes,74.35,0
Female,1,No,60,No,No phone service,No,49.45,0
Female,0,No,19,Yes,Yes,No,89.1,0
Male,1,No,45,Yes,Yes,Yes,75.15,0
Male,1,No,4,Yes,No,No,70.65,0
Female,0,Yes,31,Yes,Yes,No,104.2,1
Male,0,Yes,47,Yes,No,Yes,90.05,0
Male,0,No,1,Yes,No,No,79.25,1
Female,0,No,1,Yes,No,No,44.9,1
Female,0,No,1,Yes,No,No internet service,19.4,0
Female,1,Yes,59,Yes,Yes,No,88.75,0
Male,0,No,10,Yes,No,No,70.1,1
Male,1,No,35,Yes,Yes,Yes,91.0,0
Male,0,No,4,No,No phone service,No,29.65,1
Male,0,Yes,32,Yes,No,Yes,90.8,0
Male,0,No,43,Yes,Yes,No,77.85,1
Male,0,No,4,Yes,No,No,54.3,1
Female,1,No,54,Yes,No,No internet service,18.95,0
Female,1,No,11,Yes,Yes,No,95.15,1
Female,1,No,66,Yes,Yes,Yes,102.4,0
Male,0,Yes,61,Yes,Yes,No,99.9,0
Male,0,Yes,72,Yes,Yes,Yes,88.7,0
Male,0,Yes,44,No,No phone service,No,54.3,0
Male,0,No,41,Yes,Yes,No,55.7,0
Male,0,No,50,Yes,Yes,Yes,103.95,0
Male,0,No,47,Yes,Yes,Yes,110.85,1
Male,0,Yes,8,Yes,No,No internet service,20.15,0
Male,0,No,18,Yes,No,No internet service,20.05,0
Male,0,Yes,72,Yes,Yes,Yes,91.95,0
Male,0,No,1,Yes,No,No,80.5,1
Female,1,No,42,Yes,Yes,No,55.65,0
Female,1,No,18,Yes,No,No,74.7,0
Female,0,Yes,13,Yes,Yes,No,104.15,0
Female,0,Yes,68,Yes,Yes,No,83.65,0
Male,0,No,4,Yes,Yes,No,72.2,1
Male,0,No,69,Yes,Yes,Yes,110.05,0
Male,0,No,17,Yes,No,No,51.5,1
Male,0,Yes,25,Yes,Yes,No internet service,25.5,0
Male,1,No,43,Yes,No,No,89.55,1
Female,0,Yes,59,Yes,No,No internet service,19.5,0
Female,1,No,5,Yes,No,Yes,80.7,0
Male,0,Yes,21,Yes,Yes,Yes,77.5,1
Female,0,Yes,69,Yes,Yes,Yes,105.1,0
Male,0,No,13,No,No phone service,No,25.15,0
Male,0,No,42,Yes,Yes,No,95.25,1
Male,0,No,52,Yes,Yes,No,95.65,0
Male,1,No,46,Yes,No,Yes,85.0,1
Male,0,No,61,Yes,Yes,Yes,80.8,0
Male,0,No,29,No,No phone service,No,24.85,0
Female,0,Yes,25,Yes,No,No,54.75,0
Female,0,Yes,5,Yes,No,No,85.75,1
Male,0,No,15,No,No phone service,No,50.75,0
Female,0,Yes,19,Yes,No,No internet service,20.15,0
Male,0,No,44,Yes,No,No internet service,20.05,0
Female,1,No,6,Yes,Yes,No,98.25,1
Male,0,Yes,58,Yes,Yes,Yes,71.6,0
Male,0,Yes,62,Yes,No,Yes,81.45,0
Female,0,Yes,70,No,No phone service,No,58.4,0
Female,1,No,1,No,No phone service,No,25.7,1
Male,0,Yes,10,No,No phone service,Yes,53.7,0
Male,0,No,26,Yes,No,No internet service,19.6,0
Male,0,No,66,Yes,Yes,No,89.4,0
Female,0,Yes,7,Yes,No,No,69.0,1
Male,0,Yes,51,Yes,Yes,No,84.2,0
Male,0,Yes,72,Yes,Yes,Yes,106.1,0
Male,0,No,65,Yes,Yes,No internet service,25.75,0
Male,0,No,2,Yes,No,No,46.05,1
Male,0,Yes,70,Yes,Yes,Yes,64.95,0
Male,0,No,72,Yes,Yes,No,85.45,0
Female,0,Yes,1,Yes,No,No internet service,20.05,0
Female,1,No,1,Yes,No,No,76.4,1
Female,0,No,5,Yes,Yes,No,100.5,1
Male,0,No,3,Yes,No,No internet service,20.7,0
Male,0,No,58,Yes,Yes,No internet service,25.3,0
Male,1,Yes,22,No,No phone service,Yes,40.05,1
Male,1,No,33,Yes,Yes,No,100.6,0
Male,0,No,1,Yes,No,No,69.95,1
Male,1,No,54,Yes,Yes,No,74.0,0
Male,0,No,72,Yes,Yes,No,99.4,0
Male,0,Yes,1,Yes,Yes,No,93.3,1
Male,0,No,3,Yes,No,No,49.15,1
Female,0,Yes,72,Yes,Yes,Yes,107.45,0
Female,0,Yes,72,Yes,Yes,Yes,83.6,0
Male,1,No,54,Yes,Yes,No,99.05,0
Female,0,No,59,Yes,Yes,No,80.1,0
Male,0,No,54,Yes,No,Yes,65.3,0
Male,0,No,60,Yes,Yes,No,89.55,0
Female,0,No,60,No,No phone service,No,60.8,0
Male,0,No,3,Yes,Yes,No,74.5,0
Female,0,No,69,Yes,Yes,Yes,99.15,0
Female,0,Yes,1,Yes,No,No internet service,19.25,0
Male,0,Yes,50,No,No phone service,Yes,39.45,0
Female,0,No,56,No,No phone service,No,44.85,0
Female,0,No,60,Yes,No,Yes,97.2,0
Male,1,No,69,Yes,Yes,Yes,110.55,0
Female,0,No,1,No,No phone service,No,35.05,1
Female,1,No,1,Yes,No,No,73.0,1
Female,0,No,3,Yes,No,No internet service,19.9,0
Male,0,Yes,60,Yes,No,No,76.95,0
Female,0,No,13,No,No phone service,No,35.4,0
Male,0,Yes,62,Yes,No,No internet service,20.45,0
Female,0,No,45,Yes,Yes,Yes,96.75,0
Female,0,No,25,No,No phone service,No,54.2,0
Male,0,No,44,Yes,No,No,100.1,0
Female,0,No,2,Yes,No,No,45.25,0
Male,1,No,33,Yes,Yes,No,83.85,1
Female,0,No,1,Yes,No,No,70.1,1
Female,0,No,22,Yes,No,No internet service,20.85,0
Female,0,No,35,No,No phone service,No,33.45,0
Female,0,Yes,29,Yes,No,No internet service,20.2,0
Male,1,No,27,Yes,Yes,Yes,85.9,0
Male,0,Yes,54,Yes,No,No,61.0,0
Female,1,No,2,Yes,No,No,70.65,1
Male,0,No,57,Yes,Yes,No,86.9,0
Male,0,No,62,Yes,Yes,Yes,69.4,0
Female,0,Yes,15,Yes,No,No internet service,20.35,0
Male,0,No,2,Yes,No,No internet service,20.35,1
Female,0,No,70,Yes,Yes,No,104.3,0
Female,0,Yes,21,Yes,No,No,44.95,0
Female,0,Yes,23,Yes,No,No,49.45,0
Male,0,No,6,Yes,No,No internet service,20.6,0
Male,0,Yes,4,Yes,No,No internet service,19.55,0
Female,0,No,3,Yes,No,Yes,99.0,1
Female,0,No,23,Yes,Yes,No,93.5,0
Male,0,No,26,No,No phone service,Yes,54.55,0
Female,0,Yes,8,Yes,No,No internet service,20.05,0
Male,0,No,26,Yes,Yes,No,83.95,1
Male,0,No,2,Yes,Yes,No,79.45,0
Male,0,No,67,Yes,Yes,Yes,116.2,1
Female,0,No,71,Yes,Yes,No,93.7,1
Female,0,No,59,Yes,Yes,Yes,79.85,0
Male,0,Yes,39,Yes,Yes,No,100.0,0
Male,0,Yes,21,Yes,No,No internet service,19.6,0
Male,0,No,1,Yes,No,No internet service,19.7,1
Female,0,Yes,48,Yes,No,No internet service,20.2,0
Female,1,No,31,No,No phone service,Yes,50.4,0
Female,0,Yes,64,Yes,Yes,Yes,113.35,0
Male,0,Yes,46,Yes,Yes,No,80.0,0
Female,0,No,52,Yes,Yes,No,80.95,0
Female,0,Yes,67,Yes,Yes,No internet service,24.9,0
Female,1,No,67,Yes,Yes,No,54.9,0
Female,0,No,5,Yes,Yes,No,75.55,1
Female,0,No,71,Yes,Yes,No,109.25,0
Female,0,No,9,Yes,No,No,77.65,1
Female,1,No,26,Yes,Yes,Yes,95.0,1
Male,0,No,71,Yes,Yes,Yes,116.3,0
Female,0,No,32,Yes,No,No internet service,19.9,0
Female,0,No,2,Yes,No,No,70.35,0
Female,0,No,71,Yes,Yes,No internet service,25.6,0
Female,0,No,60,No,No phone service,Yes,44.45,0
Female,1,No,55,Yes,Yes,No,100.15,0
Male,0,No,54,Yes,No,Yes,105.4,1
Male,0,No,2,Yes,No,No,95.85,1
Female,0,No,6,Yes,Yes,No,73.85,0
Female,0,Yes,48,Yes,No,Yes,70.1,0
Male,0,Yes,63,Yes,Yes,No internet service,25.25,0
Male,0,No,1,Yes,Yes,No,79.15,1
Male,0,Yes,12,Yes,No,No internet service,21.05,0
Male,1,No,54,No,No phone service,No,24.95,0
Female,0,Yes,30,Yes,No,No,64.5,0
Female,0,No,30,Yes,No,No internet service,19.65,1
Female,0,No,4,Yes,No,No,79.0,1
Female,0,No,40,Yes,Yes,No,105.95,0
Female,0,Yes,9,Yes,No,No,75.85,0
Female,0,Yes,17,Yes,No,Yes,91.85,1
Female,0,No,62,No,No phone service,No,43.6,0
Male,0,No,28,Yes,No,No,91.25,0
Female,0,No,70,Yes,Yes,Yes,89.75,0
Female,0,No,46,Yes,No,No,104.4,0
Female,0,No,23,Yes,Yes,No,90.15,0
Male,0,Yes,47,No,No phone service,Yes,40.3,0
Male,0,Yes,68,Yes,No,Yes,105.25,0
Female,1,No,60,Yes,Yes,No,106.0,1
Female,0,Yes,67,Yes,Yes,No,104.0,0
Female,0,No,14,Yes,No,No,69.65,0
Male,0,Yes,57,Yes,Yes,No,74.3,0
Female,0,Yes,55,Yes,Yes,Yes,100.9,0
Male,0,No,1,Yes,No,No internet service,20.25,0
Male,0,Yes,1,Yes,No,No,49.9,1
Male,0,No,23,Yes,Yes,No,96.9,0
Female,0,No,13,Yes,Yes,Yes,100.35,1
Male,0,No,47,Yes,Yes,No,104.1,0
Male,0,No,38,Yes,No,No internet service,20.1,0
Female,1,No,38,Yes,Yes,No,74.95,1
Female,1,No,2,Yes,Yes,No,56.55,0
Male,1,Yes,1,Yes,No,No,49.25,1
Male,0,No,15,Yes,No,No,68.6,0
Female,0,No,26,Yes,No,No,69.05,0
Female,0,Yes,35,Yes,No,No internet service,19.7,0
Male,0,Yes,3,Yes,No,No internet service,20.05,0
Male,0,Yes,50,Yes,Yes,No,103.7,1
Male,0,No,42,Yes,Yes,Yes,94.4,0
Male,0,No,10,Yes,No,Yes,54.95,0
Female,0,No,61,Yes,No,Yes,93.7,0
Female,0,No,68,Yes,Yes,Yes,110.25,0
Male,0,No,10,Yes,No,Yes,98.9,0
Male,0,No,65,Yes,Yes,Yes,89.75,1
Female,0,Yes,72,Yes,No,Yes,80.45,0
Male,0,Yes,55,Yes,No,No,79.4,0
Female,0,No,1,Yes,No,No internet service,20.3,1
Female,0,No,7,Yes,No,No,62.8,0
Female,0,No,2,Yes,Yes,No,74.9,0
Female,0,No,9,Yes,No,Yes,74.85,0
Male,0,Yes,27,Yes,Yes,No internet service,25.85,0
Male,1,No,7,Yes,Yes,No,101.95,1
Female,0,No,64,Yes,No,No,68.3,0
Male,0,No,70,No,No phone service,Yes,48.4,0
Male,1,No,2,Yes,Yes,No,94.0,1
Male,1,No,67,Yes,No,Yes,105.05,0
Female,0,No,45,Yes,Yes,No,89.3,1
